anc,census_tract,coords,district,method,objectid,offense,report_time,shift,ward
5D,8804.0,"[-76.9860745349, 38.9086522618]",FIFTH,KNIFE,192537,ASSAULT W/DANGEROUS WEAPON,2016-05-26T05:32:50.000Z,MIDNIGHT,5
8A,7503.0,"[-76.9827767864, 38.8620784795]",SEVENTH,OTHERS,192538,THEFT F/AUTO,2016-05-26T05:38:35.000Z,MIDNIGHT,8
1B,4801.0,"[-77.0209421421, 38.9158578867]",THIRD,OTHERS,192539,THEFT F/AUTO,2016-05-26T05:49:55.000Z,MIDNIGHT,1
8B,7502.0,"[-76.9640464032, 38.8531378551]",SEVENTH,OTHERS,192540,THEFT/OTHER,2016-05-26T06:44:06.000Z,MIDNIGHT,8
2B,10100.0,"[-77.0345776168, 38.9046933086]",SECOND,OTHERS,192541,THEFT/OTHER,2016-05-26T06:56:21.000Z,MIDNIGHT,2
4C,2501.0,"[-77.0284655155, 38.9450706966]",FOURTH,OTHERS,192542,MOTOR VEHICLE THEFT,2016-05-26T08:14:30.000Z,DAY,4
8D,10900.0,"[-77.0088925246, 38.8236043297]",SEVENTH,KNIFE,192543,ASSAULT W/DANGEROUS WEAPON,2016-05-26T08:28:55.000Z,DAY,8
8A,7504.0,"[-76.9814979254, 38.8617359639]",SEVENTH,OTHERS,192544,THEFT F/AUTO,2016-05-26T08:35:19.000Z,DAY,8
2B,5201.0,"[-77.0355480467, 38.9087017331]",SECOND,OTHERS,192545,THEFT F/AUTO,2016-05-26T08:38:51.000Z,DAY,2
3C,600.0,"[-77.0724261529, 38.9377455483]",SECOND,OTHERS,192546,THEFT F/AUTO,2016-05-26T09:12:54.000Z,DAY,3
8A,7504.0,"[-76.9814979254, 38.8617359639]",SEVENTH,OTHERS,192547,THEFT F/AUTO,2016-05-26T09:13:51.000Z,DAY,8
5C,11100.0,"[-76.9658330142, 38.9234397818]",FIFTH,OTHERS,192548,THEFT F/AUTO,2016-05-26T09:25:16.000Z,DAY,5
4B,2102.0,"[-77.0126356837, 38.9565946126]",FOURTH,OTHERS,192549,THEFT/OTHER,2016-05-26T09:44:48.000Z,DAY,4
1A,2900.0,"[-77.032735252, 38.9347546313]",FOURTH,OTHERS,192550,BURGLARY,2016-05-26T09:48:49.000Z,DAY,1
8C,10400.0,"[-77.006302861, 38.8395224547]",SEVENTH,OTHERS,192551,THEFT/OTHER,2016-05-26T09:49:54.000Z,DAY,8
8A,7504.0,"[-76.9814979254, 38.8617359639]",SEVENTH,OTHERS,192552,THEFT F/AUTO,2016-05-26T10:10:52.000Z,DAY,8
5E,8702.0,"[-76.9995295167, 38.9168777044]",FIFTH,OTHERS,192553,THEFT F/AUTO,2016-05-26T10:26:59.000Z,DAY,5
6B,6500.0,"[-77.0027683554, 38.8821053992]",FIRST,OTHERS,192554,THEFT F/AUTO,2016-05-26T10:31:20.000Z,DAY,6
8A,7504.0,"[-76.9814979254, 38.8617359639]",SEVENTH,OTHERS,192555,THEFT F/AUTO,2016-05-26T10:40:27.000Z,DAY,8
3F,1200.0,"[-77.0706980257, 38.9514121797]",SECOND,OTHERS,192556,THEFT F/AUTO,2016-05-26T10:49:12.000Z,DAY,3
4C,2002.0,"[-77.0296985994, 38.9546187127]",FOURTH,OTHERS,192557,THEFT F/AUTO,2016-05-26T10:54:01.000Z,DAY,4
1B,4300.0,"[-77.0319552672, 38.9186479768]",THIRD,OTHERS,192558,THEFT/OTHER,2016-05-26T10:55:56.000Z,DAY,1
2A,5500.0,"[-77.0523556837, 38.9052632287]",SECOND,OTHERS,192559,THEFT F/AUTO,2016-05-26T10:58:41.000Z,DAY,2
3F,1200.0,"[-77.0706980257, 38.9514121797]",SECOND,OTHERS,192560,THEFT F/AUTO,2016-05-26T11:05:30.000Z,DAY,3
8D,9807.0,"[-77.0083979921, 38.8291265595]",SEVENTH,OTHERS,192561,THEFT F/AUTO,2016-05-26T11:06:11.000Z,DAY,8
5A,9508.0,"[-76.9950066945, 38.9554601476]",FOURTH,OTHERS,192562,THEFT/OTHER,2016-05-26T11:43:31.000Z,DAY,5
5A,9508.0,"[-76.9974872662, 38.9531541104]",FOURTH,OTHERS,192563,MOTOR VEHICLE THEFT,2016-05-26T11:43:49.000Z,DAY,5
5B,9504.0,"[-76.991443222, 38.942866369]",FOURTH,OTHERS,192564,THEFT/OTHER,2016-05-26T11:47:22.000Z,DAY,5
2B,5500.0,"[-77.0436092615, 38.9099352176]",SECOND,OTHERS,192565,THEFT/OTHER,2016-05-26T11:53:55.000Z,DAY,2
8E,9801.0,"[-76.9975145183, 38.8332166784]",SEVENTH,OTHERS,192566,BURGLARY,2016-05-26T12:23:54.000Z,DAY,8
8A,7504.0,"[-76.9827181444, 38.8663394518]",SEVENTH,OTHERS,192567,THEFT/OTHER,2016-05-26T12:25:00.000Z,DAY,8
2C,5800.0,"[-77.0249714251, 38.897344936]",FIRST,OTHERS,192568,THEFT/OTHER,2016-05-26T12:37:59.000Z,DAY,2
4A,1804.0,"[-77.0276607861, 38.9655462306]",FOURTH,OTHERS,193169,THEFT/OTHER,2016-06-01T13:07:38.000Z,DAY,4
2E,202.0,"[-77.0639999283, 38.9051583382]",SECOND,OTHERS,193170,THEFT/OTHER,2016-06-01T13:12:07.000Z,DAY,2
2F,5001.0,"[-77.0307876903, 38.9118740217]",THIRD,OTHERS,193171,THEFT F/AUTO,2016-06-01T13:24:41.000Z,DAY,2
8B,7406.0,"[-76.9884354026, 38.8541787878]",SEVENTH,GUN,193172,ASSAULT W/DANGEROUS WEAPON,2016-06-01T13:28:16.000Z,DAY,8
8D,9811.0,"[-76.9943707844, 38.8266223716]",SEVENTH,OTHERS,193173,THEFT F/AUTO,2016-06-01T13:36:02.000Z,DAY,8
5C,11100.0,"[-76.9674479771, 38.9223772607]",FIFTH,OTHERS,193174,THEFT F/AUTO,2016-06-01T13:43:42.000Z,DAY,5
2A,10800.0,"[-77.047741009, 38.9006979687]",SECOND,KNIFE,193175,ASSAULT W/DANGEROUS WEAPON,2016-06-01T14:08:28.000Z,DAY,2
6B,6600.0,"[-76.9989879467, 38.8898075948]",FIRST,OTHERS,193176,THEFT F/AUTO,2016-06-01T14:11:27.000Z,DAY,6
2F,5002.0,"[-77.0305659503, 38.9056493125]",THIRD,OTHERS,193177,THEFT/OTHER,2016-06-01T14:12:04.000Z,DAY,2
6C,10600.0,"[-77.0058936913, 38.90604953]",FIFTH,OTHERS,193178,THEFT/OTHER,2016-06-01T14:14:57.000Z,DAY,6
1A,3000.0,"[-77.032732849, 38.9295208052]",THIRD,GUN,193179,ROBBERY,2016-06-01T14:44:05.000Z,DAY,1
2A,5500.0,"[-77.0533017924, 38.9062357029]",SECOND,OTHERS,193180,THEFT F/AUTO,2016-06-01T14:44:33.000Z,DAY,2
5C,9102.0,"[-76.9913187801, 38.9227868461]",FIFTH,OTHERS,193181,MOTOR VEHICLE THEFT,2016-06-01T14:48:29.000Z,DAY,5
8B,7409.0,"[-76.9768834295, 38.8437272825]",SEVENTH,OTHERS,193182,MOTOR VEHICLE THEFT,2016-06-01T14:49:18.000Z,DAY,8
2C,5800.0,"[-77.0229649906, 38.8954716075]",FIRST,OTHERS,193183,THEFT F/AUTO,2016-06-01T15:29:54.000Z,EVENING,2
2C,5800.0,"[-77.026516149, 38.8973536039]",FIRST,OTHERS,193184,THEFT/OTHER,2016-06-01T15:44:54.000Z,EVENING,2
6E,4801.0,"[-77.0189354409, 38.9145430121]",THIRD,OTHERS,193185,THEFT F/AUTO,2016-06-01T15:56:49.000Z,EVENING,6
2D,4100.0,"[-77.0499297524, 38.9148311533]",SECOND,OTHERS,193186,MOTOR VEHICLE THEFT,2016-06-01T16:30:56.000Z,EVENING,2
2A,5500.0,"[-77.0523556837, 38.9052632287]",SECOND,OTHERS,193187,THEFT/OTHER,2016-06-01T17:04:30.000Z,EVENING,2
1A,3000.0,"[-77.032732849, 38.9295208052]",THIRD,OTHERS,193188,THEFT/OTHER,2016-06-01T17:40:02.000Z,EVENING,1
2C,5800.0,"[-77.0270466107, 38.897839934]",FIRST,OTHERS,193189,THEFT/OTHER,2016-06-01T17:41:53.000Z,EVENING,2
1A,3100.0,"[-77.0240040152, 38.9343423687]",FOURTH,OTHERS,193190,ROBBERY,2016-06-01T17:46:35.000Z,EVENING,1
2B,10700.0,"[-77.0434557444, 38.9060596131]",SECOND,OTHERS,193191,THEFT F/AUTO,2016-06-01T18:16:53.000Z,EVENING,2
2E,100.0,"[-77.0620054302, 38.9051864389]",SECOND,OTHERS,193192,THEFT/OTHER,2016-06-01T18:30:37.000Z,EVENING,2
5C,9000.0,"[-76.952665409, 38.920543518]",FIFTH,OTHERS,193193,THEFT/OTHER,2016-06-01T18:32:51.000Z,EVENING,5
6C,10600.0,"[-77.0047062649, 38.907238686]",FIFTH,OTHERS,193194,THEFT/OTHER,2016-06-01T18:51:07.000Z,EVENING,6
1A,3100.0,"[-77.0236109668, 38.9316219404]",THIRD,OTHERS,193195,THEFT F/AUTO,2016-06-01T19:17:39.000Z,EVENING,1
4C,2502.0,"[-77.0312269738, 38.9408086202]",FOURTH,OTHERS,193196,ROBBERY,2016-06-01T19:33:32.000Z,EVENING,4
1A,3100.0,"[-77.0240849309, 38.934873842]",FOURTH,OTHERS,193197,ROBBERY,2016-06-01T19:35:30.000Z,EVENING,1
2A,10700.0,"[-77.0452896379, 38.9072480189]",SECOND,OTHERS,193198,THEFT/OTHER,2016-06-01T19:41:07.000Z,EVENING,2
7D,9604.0,"[-76.958883096, 38.8967278013]",SIXTH,OTHERS,193199,THEFT/OTHER,2016-06-01T19:41:23.000Z,EVENING,7
7F,9603.0,"[-76.9486017561, 38.8948680064]",SIXTH,OTHERS,193200,THEFT/OTHER,2016-06-01T19:47:07.000Z,EVENING,7
6C,10600.0,"[-77.0028152626, 38.9025183703]",FIRST,OTHERS,193201,THEFT/OTHER,2016-06-01T19:48:59.000Z,EVENING,6
6E,4702.0,"[-77.0106313111, 38.9002117807]",FIRST,OTHERS,193202,THEFT/OTHER,2016-06-01T20:10:58.000Z,EVENING,6
8D,9807.0,"[-77.0082601789, 38.8324777184]",SEVENTH,GUN,193203,ASSAULT W/DANGEROUS WEAPON,2016-06-01T20:12:29.000Z,EVENING,8
2F,5001.0,"[-77.027467302, 38.9126135334]",THIRD,OTHERS,193204,BURGLARY,2016-06-01T20:39:04.000Z,EVENING,2
2B,5500.0,"[-77.0441495412, 38.909365417]",SECOND,OTHERS,193205,THEFT/OTHER,2016-06-01T20:40:25.000Z,EVENING,2
2C,5900.0,"[-77.0172024778, 38.9005262903]",FIRST,OTHERS,193206,THEFT/OTHER,2016-06-01T20:51:08.000Z,EVENING,2
5E,9204.0,"[-77.0005788886, 38.9239762654]",FIFTH,OTHERS,193207,BURGLARY,2016-06-01T21:01:56.000Z,EVENING,5
8B,7409.0,"[-76.9727818888, 38.8456632141]",SEVENTH,OTHERS,193208,THEFT/OTHER,2016-06-01T21:02:38.000Z,EVENING,8
2A,5500.0,"[-77.0523556837, 38.9052632287]",SECOND,OTHERS,192569,THEFT/OTHER,2016-05-26T13:08:43.000Z,DAY,2
2E,201.0,"[-77.0749603408, 38.9126107328]",SECOND,OTHERS,192570,THEFT/OTHER,2016-05-26T13:30:39.000Z,DAY,2
5E,8702.0,"[-77.0027810701, 38.9125987125]",FIFTH,OTHERS,192571,THEFT F/AUTO,2016-05-26T13:56:09.000Z,DAY,5
6C,10600.0,"[-77.0028152626, 38.9025183703]",FIRST,OTHERS,192572,MOTOR VEHICLE THEFT,2016-05-26T13:57:08.000Z,DAY,6
2B,5500.0,"[-77.0455932999, 38.9133465501]",SECOND,OTHERS,192573,THEFT/OTHER,2016-05-26T13:57:26.000Z,DAY,2
5D,8803.0,"[-76.9884373657, 38.9131927242]",FIFTH,OTHERS,192574,THEFT F/AUTO,2016-05-26T13:58:54.000Z,DAY,5
3G,1500.0,"[-77.0655527925, 38.976557214]",SECOND,OTHERS,192575,THEFT F/AUTO,2016-05-26T13:59:27.000Z,DAY,4
5E,8702.0,"[-77.0000599418, 38.9199405376]",FIFTH,OTHERS,192576,THEFT/OTHER,2016-05-26T14:00:07.000Z,DAY,5
2E,201.0,"[-77.0749603408, 38.9126107328]",SECOND,OTHERS,192577,THEFT/OTHER,2016-05-26T14:08:16.000Z,DAY,2
5D,8904.0,"[-76.9702362157, 38.9006408749]",FIFTH,OTHERS,192578,THEFT/OTHER,2016-05-26T14:35:09.000Z,DAY,5
1C,4002.0,"[-77.0429583571, 38.9224910055]",THIRD,OTHERS,192579,MOTOR VEHICLE THEFT,2016-05-26T14:53:42.000Z,DAY,1
5B,9503.0,"[-76.9860343468, 38.9372536811]",FIFTH,OTHERS,192580,THEFT F/AUTO,2016-05-26T14:59:27.000Z,DAY,5
6A,8001.0,"[-76.9836438789, 38.8995445012]",FIFTH,GUN,192581,ASSAULT W/DANGEROUS WEAPON,2016-05-26T15:00:27.000Z,DAY,6
4D,2101.0,"[-77.0248067426, 38.9541694397]",FOURTH,OTHERS,192582,THEFT/OTHER,2016-05-26T15:01:18.000Z,EVENING,4
2B,10700.0,"[-77.0416917861, 38.9060692643]",SECOND,OTHERS,192583,THEFT/OTHER,2016-05-26T15:02:24.000Z,EVENING,2
7B,7604.0,"[-76.9700056583, 38.8732012857]",SIXTH,OTHERS,192584,THEFT F/AUTO,2016-05-26T16:33:54.000Z,EVENING,7
2F,5201.0,"[-77.0319620461, 38.9080451599]",SECOND,OTHERS,192585,THEFT/OTHER,2016-05-26T16:40:04.000Z,EVENING,2
3G,1500.0,"[-77.0676582688, 38.9697638039]",SECOND,OTHERS,192586,THEFT F/AUTO,2016-05-26T17:06:40.000Z,EVENING,4
6B,6900.0,"[-76.990251815, 38.8825464364]",FIRST,OTHERS,192587,THEFT/OTHER,2016-05-26T17:11:05.000Z,EVENING,6
2C,5900.0,"[-77.0151842214, 38.8967340495]",FIRST,OTHERS,192588,THEFT/OTHER,2016-05-26T17:31:08.000Z,EVENING,2
2E,202.0,"[-77.062859682, 38.9064381434]",SECOND,OTHERS,192589,THEFT/OTHER,2016-05-26T17:52:58.000Z,EVENING,2
6E,4702.0,"[-77.0106313111, 38.9002117807]",FIRST,OTHERS,192590,THEFT/OTHER,2016-05-26T17:58:46.000Z,EVENING,6
6D,11000.0,"[-77.0144419801, 38.8746545965]",FIRST,OTHERS,192591,THEFT/OTHER,2016-05-26T18:02:08.000Z,EVENING,6
6C,10600.0,"[-77.0074844741, 38.9037342923]",FIRST,OTHERS,192592,THEFT F/AUTO,2016-05-26T18:04:05.000Z,EVENING,6
2E,100.0,"[-77.0596765886, 38.9052146767]",SECOND,OTHERS,192593,THEFT/OTHER,2016-05-26T18:10:59.000Z,EVENING,2
7B,7604.0,"[-76.9594867989, 38.8689191172]",SIXTH,OTHERS,192594,THEFT/OTHER,2016-05-26T18:15:12.000Z,EVENING,7
4D,2101.0,"[-77.025683733, 38.9546737133]",FOURTH,KNIFE,192595,ROBBERY,2016-05-26T18:53:22.000Z,EVENING,4
3G,1100.0,"[-77.0758442025, 38.963092676]",SECOND,OTHERS,192596,THEFT F/AUTO,2016-05-26T18:55:44.000Z,EVENING,3
1A,2900.0,"[-77.0273600971, 38.9337200583]",FOURTH,OTHERS,192597,THEFT F/AUTO,2016-05-26T19:02:50.000Z,EVENING,1
8B,7502.0,"[-76.9690775337, 38.8609496027]",SEVENTH,OTHERS,192598,THEFT/OTHER,2016-05-26T19:03:14.000Z,EVENING,8
2E,202.0,"[-77.0675027629, 38.9152367062]",SECOND,OTHERS,192599,THEFT/OTHER,2016-05-26T19:03:46.000Z,EVENING,2
2B,10700.0,"[-77.039672557, 38.9031512608]",SECOND,OTHERS,192600,THEFT/OTHER,2016-05-26T19:34:09.000Z,EVENING,2
7F,9907.0,"[-76.9339847942, 38.8826903386]",SIXTH,OTHERS,192601,MOTOR VEHICLE THEFT,2016-05-26T19:45:38.000Z,EVENING,7
5E,9201.0,"[-76.997107378, 38.9327863616]",FOURTH,OTHERS,192602,THEFT/OTHER,2016-05-26T20:04:39.000Z,EVENING,5
5E,8702.0,"[-77.003576582, 38.9111213229]",FIFTH,OTHERS,192603,THEFT F/AUTO,2016-05-26T20:06:04.000Z,EVENING,5
2A,10700.0,"[-77.0457831512, 38.9037435774]",SECOND,OTHERS,192604,THEFT/OTHER,2016-05-26T20:16:27.000Z,EVENING,2
6C,10600.0,"[-77.0074733824, 38.9079051595]",FIFTH,OTHERS,192605,THEFT F/AUTO,2016-05-26T20:16:37.000Z,EVENING,6
7E,9905.0,"[-76.9203809591, 38.886150087]",SIXTH,OTHERS,192606,BURGLARY,2016-05-26T20:26:58.000Z,EVENING,7
6C,5900.0,"[-77.00906303, 38.8967346848]",FIRST,OTHERS,192607,THEFT/OTHER,2016-05-26T20:37:13.000Z,EVENING,6
3E,1001.0,"[-77.0853018915, 38.9599152513]",SECOND,OTHERS,192608,THEFT/OTHER,2016-05-26T20:37:35.000Z,EVENING,3
4C,2002.0,"[-77.0281430996, 38.9596817419]",FOURTH,OTHERS,193209,ROBBERY,2016-06-01T21:07:00.000Z,EVENING,4
1C,4001.0,"[-77.0470728475, 38.9188950978]",THIRD,OTHERS,193210,BURGLARY,2016-06-01T21:49:31.000Z,EVENING,1
6B,6700.0,"[-76.993213146, 38.8898074021]",FIRST,OTHERS,193211,THEFT/OTHER,2016-06-01T21:57:25.000Z,EVENING,6
5E,4600.0,"[-77.0090553091, 38.9076505618]",FIFTH,OTHERS,193212,THEFT F/AUTO,2016-06-01T22:00:17.000Z,EVENING,5
2F,4902.0,"[-77.0265186842, 38.9041729314]",THIRD,OTHERS,193213,THEFT/OTHER,2016-06-01T22:09:46.000Z,EVENING,2
4B,1901.0,"[-77.0233339288, 38.9661327103]",FOURTH,OTHERS,193214,ROBBERY,2016-06-01T22:42:51.000Z,EVENING,4
2C,5800.0,"[-77.0249838174, 38.8998132248]",FIRST,OTHERS,193215,THEFT F/AUTO,2016-06-01T22:53:10.000Z,EVENING,2
8A,7605.0,"[-76.9790189235, 38.8677531665]",SEVENTH,OTHERS,193216,THEFT F/AUTO,2016-06-01T23:06:42.000Z,MIDNIGHT,8
2B,10700.0,"[-77.0441806482, 38.9037441944]",SECOND,OTHERS,193217,THEFT F/AUTO,2016-06-01T23:07:38.000Z,MIDNIGHT,2
4B,10300.0,"[-77.0222301519, 38.9788165222]",FOURTH,OTHERS,193218,THEFT/OTHER,2016-06-01T23:16:34.000Z,MIDNIGHT,4
8E,9700.0,"[-76.9874597918, 38.8333601667]",SEVENTH,OTHERS,193219,THEFT F/AUTO,2016-06-01T23:21:21.000Z,MIDNIGHT,8
1C,4001.0,"[-77.0456086728, 38.9193551033]",THIRD,OTHERS,193220,BURGLARY,2016-06-01T23:28:25.000Z,MIDNIGHT,1
6B,7200.0,"[-76.9945397039, 38.8766732435]",FIRST,OTHERS,193221,MOTOR VEHICLE THEFT,2016-06-01T23:31:04.000Z,MIDNIGHT,6
6C,10600.0,"[-76.9961748814, 38.9007707203]",FIRST,OTHERS,193222,ROBBERY,2016-06-01T23:35:51.000Z,MIDNIGHT,6
8C,10400.0,"[-76.9961432109, 38.8468374207]",SEVENTH,KNIFE,193223,ASSAULT W/DANGEROUS WEAPON,2016-06-02T01:30:17.000Z,MIDNIGHT,8
5E,9204.0,"[-76.9984569643, 38.9250482468]",FIFTH,GUN,193224,ROBBERY,2016-06-02T01:34:37.000Z,MIDNIGHT,5
1C,3800.0,"[-77.0408834179, 38.9238700233]",THIRD,OTHERS,193225,THEFT/OTHER,2016-06-02T02:34:34.000Z,MIDNIGHT,1
8B,7502.0,"[-76.9730983125, 38.8619054909]",SEVENTH,OTHERS,193226,THEFT/OTHER,2016-06-02T02:40:22.000Z,MIDNIGHT,8
1C,4002.0,"[-77.0436696233, 38.9164371445]",THIRD,OTHERS,193227,THEFT F/AUTO,2016-06-02T03:06:29.000Z,MIDNIGHT,1
4B,2102.0,"[-77.0145856154, 38.9571799227]",FOURTH,OTHERS,193228,THEFT F/AUTO,2016-06-02T03:14:29.000Z,MIDNIGHT,4
4A,1803.0,"[-77.0363954437, 38.9651294585]",FOURTH,OTHERS,193229,THEFT/OTHER,2016-06-02T04:20:47.000Z,MIDNIGHT,4
7C,7807.0,"[-76.9229555834, 38.9034839209]",SIXTH,OTHERS,193230,ROBBERY,2016-06-02T04:37:24.000Z,MIDNIGHT,7
1A,2802.0,"[-77.0346023395, 38.9318894522]",FOURTH,OTHERS,193231,THEFT F/AUTO,2016-06-02T05:06:15.000Z,MIDNIGHT,1
5C,11100.0,"[-76.9771903734, 38.9285862997]",FIFTH,OTHERS,193232,MOTOR VEHICLE THEFT,2016-06-02T05:41:13.000Z,MIDNIGHT,5
7F,7803.0,"[-76.947655197, 38.8966602514]",SIXTH,OTHERS,193233,THEFT F/AUTO,2016-06-02T05:46:36.000Z,MIDNIGHT,7
5E,4600.0,"[-77.0136768555, 38.911120577]",FIFTH,OTHERS,193234,MOTOR VEHICLE THEFT,2016-06-02T05:51:24.000Z,MIDNIGHT,5
6A,8002.0,"[-76.9864928786, 38.8913382423]",FIRST,OTHERS,193235,THEFT F/AUTO,2016-06-02T07:22:52.000Z,DAY,6
7B,7708.0,"[-76.9614610551, 38.8832341313]",SIXTH,OTHERS,193236,THEFT F/AUTO,2016-06-02T07:51:06.000Z,DAY,7
1D,2701.0,"[-77.0393899488, 38.9341850548]",FOURTH,OTHERS,193237,THEFT F/AUTO,2016-06-02T08:13:26.000Z,DAY,1
3C,501.0,"[-77.0519083025, 38.924198954]",SECOND,OTHERS,193238,THEFT/OTHER,2016-06-02T08:21:11.000Z,DAY,3
6A,8002.0,"[-76.9829427225, 38.890932401]",FIRST,OTHERS,193239,THEFT/OTHER,2016-06-02T09:07:06.000Z,DAY,6
7D,9601.0,"[-76.9406912608, 38.9120071607]",SIXTH,OTHERS,193240,MOTOR VEHICLE THEFT,2016-06-02T09:39:43.000Z,DAY,7
6B,7000.0,"[-77.0013161518, 38.8812766527]",FIRST,OTHERS,193241,THEFT F/AUTO,2016-06-02T09:51:39.000Z,DAY,6
7B,7709.0,"[-76.9639530128, 38.8783794039]",SIXTH,OTHERS,193242,MOTOR VEHICLE THEFT,2016-06-02T09:54:35.000Z,DAY,7
6A,8402.0,"[-76.9940654844, 38.8973384464]",FIRST,OTHERS,193243,THEFT F/AUTO,2016-06-02T10:27:20.000Z,DAY,6
4A,2600.0,"[-77.0421862956, 38.9429491518]",FOURTH,OTHERS,193244,THEFT F/AUTO,2016-06-02T10:32:50.000Z,DAY,4
5E,8701.0,"[-77.0065518275, 38.9166433049]",FIFTH,OTHERS,193245,THEFT/OTHER,2016-06-02T10:33:31.000Z,DAY,5
2A,5500.0,"[-77.0507660862, 38.9072457676]",SECOND,OTHERS,193246,THEFT F/AUTO,2016-06-02T10:34:40.000Z,DAY,2
8D,9807.0,"[-77.0136266908, 38.8296125233]",SEVENTH,OTHERS,193247,MOTOR VEHICLE THEFT,2016-06-02T10:47:07.000Z,DAY,8
6C,10600.0,"[-77.0074845743, 38.9046891778]",FIRST,OTHERS,193248,THEFT/OTHER,2016-06-02T10:57:08.000Z,DAY,6
7B,7604.0,"[-76.9658129781, 38.8690112246]",SIXTH,OTHERS,192609,THEFT/OTHER,2016-05-26T20:53:29.000Z,EVENING,7
6B,6900.0,"[-76.990251815, 38.8825464364]",FIRST,OTHERS,192610,THEFT/OTHER,2016-05-26T20:54:54.000Z,EVENING,6
3D,802.0,"[-77.0833365225, 38.9072180667]",SECOND,OTHERS,192611,THEFT F/AUTO,2016-05-26T21:06:13.000Z,EVENING,3
7B,7603.0,"[-76.9522307091, 38.8636734773]",SIXTH,OTHERS,192612,BURGLARY,2016-05-26T21:09:06.000Z,EVENING,7
2F,4902.0,"[-77.0239830963, 38.9064435842]",THIRD,OTHERS,192613,THEFT F/AUTO,2016-05-26T21:12:24.000Z,EVENING,2
3E,1001.0,"[-77.0853018915, 38.9599152513]",SECOND,KNIFE,192614,ASSAULT W/DANGEROUS WEAPON,2016-05-26T21:37:23.000Z,EVENING,3
5D,8903.0,"[-76.9789969959, 38.9031110682]",FIFTH,OTHERS,192615,BURGLARY,2016-05-26T21:51:03.000Z,EVENING,5
1B,3700.0,"[-77.0331918235, 38.924485027]",THIRD,KNIFE,192616,ASSAULT W/DANGEROUS WEAPON,2016-05-26T21:52:47.000Z,EVENING,1
6E,4901.0,"[-77.0224396525, 38.9111282309]",THIRD,OTHERS,192617,THEFT/OTHER,2016-05-26T21:58:01.000Z,EVENING,6
4C,2501.0,"[-77.0266601254, 38.9432960392]",FOURTH,OTHERS,192618,MOTOR VEHICLE THEFT,2016-05-26T22:08:25.000Z,EVENING,4
2B,10700.0,"[-77.0416917861, 38.9060692643]",SECOND,OTHERS,192619,THEFT/OTHER,2016-05-26T22:09:29.000Z,EVENING,2
8C,9804.0,"[-76.9936210053, 38.840243127]",SEVENTH,GUN,192620,ASSAULT W/DANGEROUS WEAPON,2016-05-26T22:09:45.000Z,EVENING,8
5D,8802.0,"[-76.9909060007, 38.9042116212]",FIFTH,OTHERS,192621,THEFT/OTHER,2016-05-26T22:10:18.000Z,EVENING,5
6D,6400.0,"[-77.0090945242, 38.8725111358]",FIRST,OTHERS,192622,THEFT/OTHER,2016-05-26T22:31:40.000Z,EVENING,6
7F,6804.0,"[-76.9762479718, 38.8840848625]",FIRST,KNIFE,192623,ASSAULT W/DANGEROUS WEAPON,2016-05-26T22:38:14.000Z,EVENING,7
8A,7504.0,"[-76.9790316903, 38.863519214]",SEVENTH,KNIFE,192624,ASSAULT W/DANGEROUS WEAPON,2016-05-26T23:09:29.000Z,MIDNIGHT,8
2F,4902.0,"[-77.0239830963, 38.9064435842]",THIRD,OTHERS,192625,THEFT F/AUTO,2016-05-26T23:25:16.000Z,MIDNIGHT,2
8B,7409.0,"[-76.9777011258, 38.844240923]",SEVENTH,OTHERS,192626,BURGLARY,2016-05-26T23:46:43.000Z,MIDNIGHT,8
8E,9700.0,"[-76.9919980582, 38.8298202396]",SEVENTH,KNIFE,192627,ASSAULT W/DANGEROUS WEAPON,2016-05-27T00:17:09.000Z,MIDNIGHT,8
6E,4701.0,"[-77.0161770513, 38.9031298522]",FIRST,OTHERS,192628,THEFT F/AUTO,2016-05-27T00:17:30.000Z,MIDNIGHT,6
2C,5800.0,"[-77.0229904553, 38.9029485428]",THIRD,OTHERS,192629,THEFT/OTHER,2016-05-27T00:41:45.000Z,MIDNIGHT,2
1A,2802.0,"[-77.0325938398, 38.9281786054]",THIRD,GUN,192630,ASSAULT W/DANGEROUS WEAPON,2016-05-27T01:08:28.000Z,MIDNIGHT,1
2C,5800.0,"[-77.0229904553, 38.9029485428]",THIRD,OTHERS,192631,THEFT/OTHER,2016-05-27T01:09:57.000Z,MIDNIGHT,2
6B,7000.0,"[-76.9949771707, 38.8832313726]",FIRST,OTHERS,192632,THEFT/OTHER,2016-05-27T01:15:38.000Z,MIDNIGHT,6
6E,4702.0,"[-77.0169262736, 38.9025261862]",FIRST,OTHERS,192633,THEFT F/AUTO,2016-05-27T01:25:43.000Z,MIDNIGHT,6
2E,100.0,"[-77.0620054302, 38.9051864389]",SECOND,OTHERS,192634,THEFT/OTHER,2016-05-27T01:43:37.000Z,MIDNIGHT,2
2F,10100.0,"[-77.0288592086, 38.9045777526]",THIRD,OTHERS,192635,THEFT F/AUTO,2016-05-27T01:45:54.000Z,MIDNIGHT,2
4A,1803.0,"[-77.0363954437, 38.9651294585]",FOURTH,OTHERS,192636,THEFT/OTHER,2016-05-27T01:52:01.000Z,MIDNIGHT,4
2C,5900.0,"[-77.0172024778, 38.9005262903]",FIRST,OTHERS,192637,THEFT/OTHER,2016-05-27T01:55:34.000Z,MIDNIGHT,2
